HIN,South Korea,7
MQP,South Africa,9
DIG,China,10
DPL,Philippines,4
TCP,Egypt,10
DLU,China,6
MOT,United States,6
TIR,India,6
RJK,Croatia,6
RLG,Germany,7
PGV,United States,4
OME,United States,4
SLY,Russia,7
DPO,Australia,4
BSR,Iraq,10
LZO,China,6
CIF,China,4
LPQ,Laos,5
YIN,China,6
BJM,Burundi,10
TMW,Australia,5
AOK,Greece,6
NBE,Tunisia,10
KOW,China,5
DOL,France,7
WXN,China,8
PBH,Bhutan,4
GWT,Germany,5
SHM,Japan,4
HGA,Somalia,6
LCH,United States,4
BCM,Romania,6
MTT,Mexico,5
VBS,Italy,8
CEN,Mexico,6
YKM,United States,6
YCD,Canada,5
RGL,Argentina,10
AXM,Colombia,5
SYM,China,6
UIP,France,5
SJT,United States,6
CFR,France,4
SCU,Cuba,10
BZG,Poland,6
YFB,Canada,7
VST,Sweden,7
RDD,United States,5
OGZ,Russia,8
SPI,United States,6
ONJ,Japan,4
IAS,Romania,4
TJA,Bolivia,9
LTK,Syria,8
HTN,China,9
DIR,Ethiopia,7
KUV,South Korea,7
EBU,France,6
JMU,China,5
KAD,Nigeria,8
PIS,France,6
YNB,Saudi Arabia,9
NBC,Russia,7
LYR,Norway,6
TMR,Algeria,10
AKU,China,6
MLW,Liberia,4
LSC,Chile,4
YNZ,China,5
LAO,Philippines,8
PZI,China,8
SBZ,Romania,9
MZR,Afghanistan,9
RKT,United Arab Emirates,10
PZU,Sudan,6
IOA,Greece,6
MGQ,Somalia,9
CSG,United States,5
SYY,United Kingdom,5
BAL,Turkey,9
VUP,Colombia,5
BUX,Congo - Kinshasa,4
IAM,Algeria,8
SMX,United States,4
SUN,United States,6
TBU,Tonga,7
XIL,China,4
HLA,South Africa,8
MQT,United States,10
YVO,Canada,9
CJA,Peru,6
DAX,China,5
ZAD,Croatia,6
YXT,Canada,6
TLM,Algeria,7
GLK,Somalia,8
KGA,Congo - Kinshasa,5
GGT,The Bahamas,5
NRK,Sweden,5
SRE,Bolivia,8
DNZ,Turkey,8
PSO,Colombia,6
YZV,Canada,4
JUZ,China,4
AOC,Germany,5
SFJ,Greenland,8
PSM,United States,10
EYP,Colombia,7
VOZ,Russia,5
KVD,Azerbaijan,7
GET,Australia,4
GMA,Congo - Kinshasa,4
CRV,Italy,4
LXS,Greece,9
JOE,Finland,6
BRW,United States,4
DBQ,United States,4
STW,Russia,7
DNH,China,8
YAM,Canada,4
NOS,Madagascar,5
YXJ,Canada,5
RAE,Saudi Arabia,9
GOV,Australia,5
SGU,United States,5
VLI,Vanuatu,7
SZY,Poland,6
YKF,Canada,5
FNJ,North Korea,10
UUD,Russia,8
URY,Saudi Arabia,9
BSA,Somalia,4
HOM,United States,5
NZH,China,8
EGS,Iceland,4
IVL,Finland,6
XFN,China,6
NNY,China,6
TNE,Japan,4
TDD,Bolivia,6
SKD,Uzbekistan,9
ELH,The Bahamas,4
BSD,China,6
CIX,Peru,7
HVN,United States,4
SPS,United States,10
GTR,United States,4
KNX,Australia,4
VLD,United States,6
KSA,Micronesia,4
ZSE,R?union,5
DHN,United States,7
HTA,Russia,8
IBE,Colombia,4
MOC,Brazil,5
TUG,Philippines,4
YQY,Canada,5
YUY,Canada,6
YQG,Windsor Airport,7
GUC,United States,8
PKC,Russia,10
KLX,Greece,8
NDB,Mauritania,6
ERC,Turkey,8
PGA,United States,4
AKN,United States,7
ALW,United States,4
CZS,Brazil,6
LPI,Sweden,5
VAS,Turkey,10
YYQ,Canada,8
PXO,Portugal,9
ABY,United States,5
OER,Sweden,5
CSO,Germany,6
HAD,Sweden,6
SJI,Philippines,4
NAV,Turkey,8
AAN,United Arab Emirates,10
KEM,Finland,7
APO,Colombia,5
PUW,United States,5
WVB,Namibia,5
SCC,United States,4
ROW,United States,10
HLE,Saint Helena,4
WUA,China,6
LET,Colombia,5
YXC,Canada,6
BLJ,Algeria,8
EJA,Colombia,4
YPR,Canada,4
HPH,Vietnam,6
NDG,China,7
THS,Thailand,5
MSR,Turkey,10
LNJ,China,6
GAN,Maldives,7
OGN,Japan,4
CBT,Angola,10
DLG,United States,4
ARW,Romania,4
JSR,Bangladesh,6
JNG,China,8
DAT,China,6
YHD,Canada,4
BQS,Russia,8
BVE,France,5
UYL,Sudan,9
LZY,China,8
SKZ,Pakistan,7
BFI,United States,9
JYV,Finland,7
BVC,Cape Verde,5
MTS,Eswatini,7
YGL,Canada,4
MOD,United States,4
CYO,Cuba,9
YYF,Canada,4
YBG,Canada,9
SON,Vanuatu,4
AVV,Australia,9
SGD,Denmark,4
ULY,Russia,10
YQK,Canada,4
OXB,Guinea-Bissau,9
SUX,United States,7
COU,United States,4
PLQ,Lithuania,6
KAO,Finland,6
TTN,United States,4
ARH,Russia,6
KMS,Ghana,4
KSD,Sweden,7
WEF,China,7
RGI,French Polynesia,5
TXK,United States,5
NOV,Angola,7
JGS,China,7
CIJ,Bolivia,4
DEB,Hungary,6
SOB,Hungary,6
AZS,Dominican Republic,8
KOK,Finland,6
FNL,United States,7
RHI,United States,5
ELF,Sudan,8
TBP,Peru,6
SZA,Angola,5
CMX,United States,4
BJZ,Spain,8
TGO,China,6
HLH,China,4
OTH,United States,4
UBA,Brazil,4
AQJ,Jordan,8
ERS,Namibia,5
SMA,Portugal,9
TEE,Algeria,8
JGN,China,5
YQL,Canada,4
TGM,Romania,4
PTG,South Africa,7
PLN,United States,4
JDH,India,7
NOJ,Russia,7
GCC,United States,6
MDQ,Argentina,5
BQK,United States,6
IFO,Ukraine,7
KLV,Czech Republic,5
GPA,Greece,10
MHK,United States,5
ALH,Australia,4
ATM,Brazil,5
YAP,Micronesia,4
BMV,Vietnam,8
AQA,Brazil,4
VDA,Israel,8
CCC,Cuba,8
VVC,Colombia,4
UPN,Mexico,6
CIC,United States,5
ADF,Turkey,7
KCM,Turkey,6
AAT,China,5
COD,United States,7
SCK,United States,9
RGA,Argentina,4
SCY,Ecuador,4
TWF,United States,7
TRW,Kiribati,5
JGA,India,7
JKG,Sweden,5
BPX,China,10
BHU,India,4
OHD,North Macedonia,7
BKY,Congo - Kinshasa,4
ZOS,Chile,4
YHY,Canada,4
BUQ,Zimbabwe,7
ORB,Sweden,7
BLV,United States,9
DDG,China,7
YBC,Canada,4
ROS,Argentina,8
WJU,South Korea,7
AVN,France,4
DCM,France,4
KAJ,Finland,6
TOE,Tunisia,9
PNI,Micronesia,4
MSU,Lesotho,9
BPT,United States,5
BJI,United States,5
HEK,China,6
WAE,Saudi Arabia,9
HJR,India,6
QSF,Algeria,6
RIB,Bolivia,4
XCR,France,10
PIX,Portugal,4
DOY,China,5
AOE,Turkey,7
BTM,United States,7
IPT,United States,4
VIT,Spain,10
ABR,United States,5
ENY,China,9
DLI,Vietnam,6
PSG,United States,4
BHQ,Australia,7
NAO,China,4
DIJ,France,6
SJK,Brazil,7
YQD,Canada,4
PPN,Colombia,4
PPG,American Samoa,9
RES,Argentina,8
YYY,Canada,4
GGG,United States,9
BUS,Georgia,5
ZAL,Chile,5
ILD,Spain,6
SUV,Fiji,4
BHI,Argentina,7
GHA,Algeria,9
CKS,Brazil,4
LUO,Angola,6
LKL,Norway,8
EKO,United States,5
GRI,United States,5
SLM,Spain,6
GYA,Bolivia,4
TIN,Algeria,8
PAH,United States,4
KGF,Kazakhstan,10
YWL,Canada,5
GRV,Russia,7
MSZ,Angola,6
YYB,Canada,9
ALO,United States,7
MHQ,Finland,4
OZZ,Morocco,8
SHW,Saudi Arabia,10
EUN,Morocco,7
PED,Czech Republic,6
ANI,United States,4
YEI,Turkey,8
PWQ,Kazakhstan,6
RJL,Spain,4
CMW,Cuba,8
VXC,Mozambique,7
AEB,China,5
ANX,Norway,6
PIH,United States,8
YOL,Nigeria,8
OKI,Japan,4
UST,United States,6
SNU,Cuba,9
SFA,Tunisia,8
AGF,France,5
LEA,Australia,9
DEA,Pakistan,4
CNQ,Argentina,5
MKG,United States,4
DIN,Vietnam,4
EGN,Sudan,4
POR,Finland,4
GER,Cuba,6
MWX,South Korea,8
BRD,United States,4
LMT,United States,9
KIM,South Africa,8
TBJ,Tunisia,8
TLE,Madagascar,4
TAI,Yemen,9
DEZ,Syria,10
AUR,France,4
AZR,Algeria,8
JRH,India,7
GAY,India,6
GHB,The Bahamas,6
RKS,United States,9
JLR,India,4
VII,Vietnam,6
SPP,Angola,10
VDZ,United States,4
YYE,Canada,4
CXB,Bangladesh,5
ROP,Northern Mariana Islands,5
SHP,China,6
GDX,Russia,10
MEI,United States,9
AGT,Paraguay,10
DRT,United States,4
INL,United States,6
MCX,Russia,7
GEV,Sweden,4
WUZ,China,4
TAT,Slovakia,7
DJG,Algeria,8
CLM,United States,4
YNG,United States,7
CDV,United States,6
PSS,Argentina,6
JIU,China,8
TUP,United States,4
TKQ,Tanzania,4
STC,United States,5
AUC,Colombia,5
DMU,India,6
UAQ,Argentina,6
PIB,United States,4
WNH,China,6
SVP,Angola,6
PIR,United States,5
GTE,Australia,4
YSM,Canada,4
AJR,Sweden,6
LEH,France,6
LBE,United States,7
JNZ,China,7
TEX,United States,5
TUK,Pakistan,4
RYK,Pakistan,8
HGR,United States,5
BEB,United Kingdom,4
KID,Sweden,5
CCN,Afghanistan,4
PSD,Egypt,6
CBH,Algeria,10
UNK,United States,4
WRG,United States,4
UAK,Greenland,4
LRE,Australia,4
CIU,United States,5
KMN,Congo - Kinshasa,7
ABA,Russia,10
PQI,United States,6
YMT,Canada,4
RIW,United States,6
UTP,Thailand,10
SHR,United States,7
OMR,Romania,4
UPB,Cuba,6
GXF,Yemen,8
DCN,Australia,9
MCW,United States,4
ISN,United States,5
MJN,Madagascar,5
BSK,Algeria,8
YHU,Canada,6
EAU,United States,6
FMA,Argentina,4
TCB,The Bahamas,5
ZSA,The Bahamas,6
FMN,United States,5
SIR,Switzerland,4
HRM,Algeria,8
TBT,Brazil,5
BLE,Sweden,6
TML,Ghana,6
AYP,Peru,8
YAK,United States,6
MFU,Zambia,5
YQI,Canada,4
NLK,Norfolk Island,4
IYK,United States,5
PRC,United States,6
SFS,Philippines,7
SDE,Argentina,6
YFS,Canada,4
MXZ,China,4
OGX,Algeria,8
CYS,United States,8
MJM,Congo - Kinshasa,4
BBK,Botswana,4
CKB,United States,5
SHD,United States,4
JUJ,Argentina,8
LCX,China,6
GOU,Cameroon,10
VHC,Angola,10
EDL,Kenya,10
EAR,United States,5
DIK,United States,4
UTN,South Africa,10
TIQ,Northern Mariana Islands,7
GME,Belarus,7
KAC,Syria,10
FSP,Saint Pierre and Miquelon,4
HDF,Germany,6
GCK,United States,5
OWB,United States,6
PPB,Brazil,5
FRW,Botswana,5
CLQ,Mexico,6
OMC,Philippines,4
TEQ,Turkey,8
HYS,United States,4
HIB,United States,5
KCA,China,4
GST,United States,5
LKG,Kenya,4
LBF,United States,6
GOQ,China,10
MZH,Turkey,8
GYM,Mexico,6
INI,Serbia,6
LAR,United States,7
ZHY,China,8
VVZ,Algeria,8
HOD,Yemen,8
YRQ,Canada,7
DEC,United States,7
BAF,United States,7
PMY,Argentina,6
SAF,United States,7
FJR,United Arab Emirates,10
EJH,Saudi Arabia,9
MZI,Mali,7
CEZ,United States,5
KRF,Sweden,5
LYC,Sweden,5
WIC,United Kingdom,4
UTT,South Africa,4
CXI,Kiribati,5
CYZ,Philippines,5
ARU,Brazil,5
ESR,Chile,6
GJL,Algeria,6
JSH,Greece,5
TFF,Brazil,5
JST,United States,5
LNO,Australia,5
ESC,United States,4
CTC,Argentina,8
RAH,Saudi Arabia,8
PSZ,Bolivia,4
INU,Nauru,5
TPQ,Mexico,6
MSL,United States,5
ZAT,China,7
CMG,Brazil,5
GAL,United States,5
OZH,Ukraine,7
UND,Afghanistan,4
MAK,Sudan,4
TUI,Saudi Arabia,8
IRJ,Argentina,8
KRY,China,7
MXV,Mongolia,6
SCT,Yemen,10
RSD,The Bahamas,5
YJT,Canada,9
TGR,Algeria,8
MCN,United States,4
APN,United States,7
CKZ,Turkey,4
KUT,Georgia,6
TNJ,Indonesia,4
BYC,Bolivia,5
LBL,United States,5
MMH,United States,5
IQN,China,4
OND,Namibia,8
TTU,Morocco,6
IMT,United States,4
HMI,China,6
INZ,Algeria,8
ATY,United States,5
LPK,Russia,6
MDK,Congo - Kinshasa,6
MEG,Angola,5
ELU,Algeria,8
FOD,United States,4
AQG,China,8
YET,Canada,4
HOF,Saudi Arabia,9
ENF,Finland,5
PKB,United States,5
WLS,Wallis and Futuna,5
SUJ,Romania,6
DIU,India,4
CFG,Cuba,6
EQS,Argentina,6
GLH,United States,6
TOM,Mali,5
DYR,Russia,10
ESU,Morocco,5
CHG,China,4
IUE,Niue,6
ZAJ,Afghanistan,4
BST,Afghanistan,4
YVB,Canada,4
YXR,Canada,4
ABC,Spain,7
PCR,Colombia,4
ALS,United States,7
BOY,Burkina Faso,10
YBR,Canada,4
LPP,Finland,4
LUQ,Argentina,8
YCH,Canada,6
SVL,Finland,6
SCV,Romania,4
UGA,Mongolia,4
FRC,Brazil,4
ULO,Mongolia,4
KHS,Oman,6
BUJ,Algeria,5
CCK,Cocos [Keeling] Islands,6
MVP,Colombia,4
CDC,United States,7
VCT,United States,8
SRJ,Bolivia,4
VIL,Morocco,8
PDV,Bulgaria,6
THQ,China,8
RGS,Spain,5
CRA,Romania,6
SLD,Slovakia,6
CLN,Brazil,4
IKS,Russia,9
DLD,Norway,4
AFA,Argentina,6
YCL,Canada,4
AHU,Morocco,5
NGE,Cameroon,7
HLY,United Kingdom,6
IXD,India,6
MSE,United Kingdom,8
NAJ,Azerbaijan,10
PDA,Colombia,4
BNX,Bosnia and Herzegovina,7
PUB,United States,9
TMX,Algeria,8
LWN,Armenia,9
AJI,Turkey,4
MPW,Ukraine,7
EBD,Sudan,8
LUD,Namibia,4
ODE,Denmark,4
HOI,French Polynesia,10
ANE,France,4
AIT,Cook Islands,4
LOO,Algeria,10
VOL,Greece,8
HUU,Peru,6
BAY,Romania,4
MXX,Sweden,4
GYS,China,5
ANS,Peru,6
FUG,China,6
PLX,Kazakhstan,9
MWA,United States,6
HVD,Mongolia,8
DWD,Saudi Arabia,8
IAG,United States,8
ISE,Turkey,8
HZH,China,5
MZO,Cuba,6
MBX,Slovenia,6
DLZ,Mongolia,6
ELG,Algeria,8
VRK,Finland,4
JAU,Peru,8
PRA,Argentina,5
OSI,Croatia,6
SAK,Iceland,4
YQA,Canada,4
ULG,Mongolia,6
AAC,Egypt,9
BCA,Cuba,4
SKU,Greece,8
MMJ,Japan,4
GAO,Cuba,6
CHM,Peru,4
HZG,China,5
VDB,Norway,5
CAL,United Kingdom,9
OLA,Norway,7
NTY,South Africa,7
IQM,China,4
USQ,Turkey,7
BYN,Mongolia,8
COQ,Mongolia,7
BGC,Portugal,4
GAF,Tunisia,8
ADK,United States,6
ULU,Uganda,9
VTU,Cuba,4
GMR,French Polynesia,4
ERH,Morocco,9
YVP,Canada,4
DLE,France,5
MPA,Namibia,6
LTQ,France,4
IPC,Chile,10
HBT,Saudi Arabia,10
BYM,Cuba,4
CER,France,6
ONQ,Turkey,4
TID,Algeria,8
LGS,Argentina,7
FAH,Afghanistan,4
GGS,Argentina,7
IGA,The Bahamas,5
IPH,Malaysia,4
CKH,Russia,4
RSA,Argentina,6
BFO,Zimbabwe,4
BMW,Algeria,5
YZU,Canada,4
KSO,Greece,7
IEG,Poland,6
KZI,Greece,4
MOA,Cuba,4
MYG,The Bahamas,5
CHR,France,10
PZY,Slovakia,4
ATC,The Bahamas,5
PAV,Brazil,4
VDM,Argentina,7
PMG,Brazil,4
XLS,Senegal,4
KWG,Ukraine,6
TTA,Morocco,4
EPU,Estonia,6
MVR,Cameroon,5
PJA,Sweden,6
CBG,United Kingdom,4
LRL,Togo,6
KMP,Namibia,6
LQN,Afghanistan,5
OMO,Bosnia and Herzegovina,6
UUN,Mongolia,5
RVY,Uruguay,4
PHB,Brazil,5
RCQ,Argentina,8
TAY,Estonia,4
GUW,Kazakhstan,8
VME,Argentina,6
GPO,Argentina,6
LPX,Latvia,5
UNR,Mongolia,6
ASK,Ivory Coast,8
RCU,Argentina,5
SQQ,Lithuania,10
ACZ,Iran,9
